pdb_id,pdbx_caspflag,pdbx_descriptor,title,pdbx_keywords,text,pdbx_model_type_details,pdbx_model_details
1PW3,,immunoglobulin lambda chain variable region,"Structural basis of light chain amyloidogenicity: comparison of the thermodynamic properties, fibrillogenic potential and tertiary structural features of four Vlambda6 proteins.",IMMUNE SYSTEM,"Light Chain, amyloidosis, IMMUNE SYSTEM",,
7RKV,N,,Broad cross-reactivity across sarbecoviruses exhibited by a subset of COVID-19 donor-derived neutralizing antibodies.,VIRAL PROTEIN/IMMUNE SYSTEM,"SARS-CoV-2, broadly neutralizing, coronavirus, antibody, virus, ANTIVIRAL PROTEIN, VIRAL PROTEIN-IMMUNE SYSTEM complex",,
4N9G,,"Antibody 17HD9, Heavy Chain, Antibody 17HD9, Light Chain, Epitope Scaffold rsv_1isea_FFL_001_C",Proof of principle for epitope-focused vaccine design.,IMMUNE SYSTEM,"Antibody, Hairpin, Epitope Scaffold, IMMUNE SYSTEM",,
6PYC,N,"KoH body Fab heavy chain, KoH body Fab light chain, anti-kappa antibody Fab heavy chain, anti-kappa antibody Fab light chain",Kappa-on-Heavy (KoH) bodies are a distinct class of fully-human antibody-like therapeutic agents with antigen-binding properties.,IMMUNE SYSTEM,"Marinobufagenin, antibody engineering, Bence-Jones dimer, IMMUNE SYSTEM",,
4G6J,,"Interleukin-1 beta, heavy chain of antibody binding fragment of canakinumab, light chain of antibody binding fragment of canakinumab",One traget-two different binding modes: Structural insights into gevokizumab and canakinumab interactions to interleukin-1beta,IMMUNE SYSTEM,"immunglobulin fold, interleukin-1beta binding, IMMUNE SYSTEM",,
4MA3,,"C2095 light chain, C2095 heavy chain",Structure and specificity of an antibody targeting a proteolytically cleaved IgG hinge.,IMMUNE SYSTEM,"immunoglobulin fold, antibody, IMMUNE SYSTEM",,
4R4B,,"FAB 2.2C LIGHT CHAIN, FAB 2.2C HEAVY CHAIN",Structural Definition of an Antibody-Dependent Cellular Cytotoxicity Response Implicated in Reduced Risk for HIV-1 Infection.,IMMUNE SYSTEM,"IGG, FAB, HIV, IMMUNOGLOBULIN DOMAIN, IMMUNE SYSTEM",,
6PIL,N,scFv-M204 antibody,Crystal structure of a conformational antibody that binds tau oligomers and inhibits pathological seeding by extracts from donors with Alzheimer's disease.,IMMUNE SYSTEM,"anti-tau-oligomer scFv antibody, IMMUNE SYSTEM",,
7R9D,N,,Cryo-EM structure determination of small proteins by nanobody-binding scaffolds (Legobodies).,PROTEIN BINDING,"scaffold, protein binder, PROTEIN BINDING",,
4NC0,,"Cell wall-binding repeat protein, A26.8 VHH",Structural Basis for Antibody Recognition in the Receptor-binding Domains of Toxins A and B from Clostridium difficile.,IMMUNE SYSTEM,"Antibody-antigen complex, IMMUNE SYSTEM",,
1F58,,IGG1 FAB 58.2,Dual conformations for the HIV-1 gp120 V3 loop in complexes with different neutralizing fabs.,Viral protein/Immune system,"IMMUNOGLOBULIN, FAB, HIV-1, GP120, V3, Viral protein-Immune system COMPLEX",,
1MLB,,"FAB D44.1 (IGG1,KAPPA) (BALB/C MOUSE, MONOCLONAL ANTIBODY)",Three-dimensional structures of the free and the antigen-complexed Fab from monoclonal anti-lysozyme antibody D44.1.,IMMUNE SYSTEM,"IMMUNOGLOBULIN, IMMUNE SYSTEM",,
7JVB,N,"Spike glycoprotein, Nanobody Nb20",Versatile and multivalent nanobodies efficiently neutralize SARS-CoV-2.,VIRAL PROTEIN,"SARS-CoV-2, COVID-19, nanobody, spike protein, receptor-binding domain, VIRAL PROTEIN",,
5W0D,N,"Hemagglutinin HA1, Lineage K03.12 UCA antibody heavy chain, Lineage K03.12 UCA antibody light chain",Memory B Cells that Cross-React with Group 1 and Group 2 Influenza A Viruses Are Abundant in Adult Human Repertoires.,VIRAL PROTEIN/IMMUNE SYSTEM,"influenza neutralizing antibody germline precursor, VIRAL PROTEIN-IMMUNE SYSTEM complex",,
5NJG,N,"ATP-binding cassette sub-family G member 2, 5D3-Fab heavy chain, 5D3-Fab light chain",Structure of the human multidrug transporter ABCG2.,TRANSPORT PROTEIN,"ABC transporter, transport protein",,
3UAJ,,"envelope protein, Heavy chain, monoclonal antibody 5H2, Light chain, monoclonal antibody 5H2",Structural insights into the neutralization mechanism of a higher primate antibody against dengue virus.,VIRAL PROTEIN/IMMUNE SYSTEM,"dengue antibody membrane fusion, VIRAL PROTEIN-IMMUNE SYSTEM complex",,
2OMB,,Bence Jones KWR Protein - Immunoglobulin Light Chain,Bence Jones KWR protein structures determined by X-ray crystallography.,IMMUNE SYSTEM,"Immunoglobulin Light Chain, Immune system",,
4UT7,,BROADLY NEUTRALIZING HUMAN ANTIBODY EDE2 A11,Recognition Determinants of Broadly Neutralizing Human Antibodies Against Dengue Viruses.,IMMUNE SYSTEM,"IMMUNE SYSTEM, BROADLY NEUTRALIZING ANTIBODY, IMMUNE SYSTEM-VIRAL PROTEIN COMPLEX, VIRAL PROTEIN, MEMBRANE FUSION, CLASS 2 FUSION PROTEIN, DENGUE VIRUS, SCFV FRAGMENT",,
1I8I,,,"Antibody recognition of a conformational epitope in a peptide antigen: Fv-peptide complex of an antibody fragment specific for the mutant EGF receptor, EGFRvIII.",IMMUNE SYSTEM,"antibody-peptide complex, immunoglobulin fold, peptide antigen, type II' beta turn, IMMUNE SYSTEM",,
5JA8,N,"Toxin HigB-2, Nanobody 2",Ribosome-dependent Vibrio cholerae mRNAse HigB2 is regulated by a beta-strand sliding mechanism.,TOXIN,"toxin-antitoxin system, toxin",,
4GAG,,"AP33 chain H, AP33 chain L, Genome polyprotein (E.C.3.4.22.-)","Toward a Hepatitis C Virus Vaccine: the Structural Basis of Hepatitis C Virus Neutralization by AP33, a Broadly Neutralizing Antibody.",IMMUNE SYSTEM,"antibody Fab, neutralizing antibody, HCV E2 binding, IMMUNE SYSTEM",,
6OYA,N,"Gt-alpha/Gi1-alpha chimera, Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1, Guanine nucleotide-binding protein G(T) subunit gamma-T1, Camelid antibody VHH fragment, Rhodopsin",Structures of the Rhodopsin-Transducin Complex: Insights into G-Protein Activation.,SIGNALING PROTEIN/IMMUNE SYSTEM,"GPCR, G protein, Complex, SIGNALING PROTEIN-IMMUNE SYSTEM complex",,
4YO0,,"Heavy chain of antigen binding fragment, Fab, Light chain of antigen binding fragment, Fab, PA14 peptide",Tailored placement of a turn-forming PA tag into the structured domain of a protein to probe its conformational state,IMMUNE SYSTEM,"Antibodies, Monoclonal, Antibody Affinity, Chromatography, Affinity, Epitopes, Rats, Immunoglobulin Fab Fragments, Kinetics, Peptides, Protein Binding, Proteins, Recombinant Fusion Proteins, Human podoplanin, IMMUNE SYSTEM",,
4XP5,,"Dopamine transporter-protein, Antibody fragment heavy chain-protein, Antibody fragment light chain-protein",Neurotransmitter and psychostimulant recognition by the dopamine transporter.,transport protein/inhibitor,"integral membrane protein, membrane protein-transport protein complex, transport protein-inhibitor complex",,
3NAC,,"Fab15 Mut7 light chain, Fab15 Mut7 heavy chain",Co-evolution of antibody stability and Vk CDR-L3 canonical structure,IMMUNE SYSTEM,"antibody, antibody canonical structure, thermal stability, non-X-pro cis peptide bond, antibody engineering, IMMUNE SYSTEM",,
3LRG,,anti-huntingtin VL domain,A Disulfide-Free Single-Domain V(L) Intrabody with Blocking Activity towards Huntingtin Reveals a Novel Mode of Epitope Recognition.,IMMUNE SYSTEM,"Huntington's disease, Huntingtin, Variable light chain domain, Intrabody, Immunoglobulin, IMMUNE SYSTEM",,
7L79,N,,Crystal structure of broadly HIV-1-neutralizing antibody,IMMUNE SYSTEM,"Broadly neutralizing antibody, HIV-1, IMMUNE SYSTEM",,
5TJD,N,"FAB A.17 L47K mutant HEAVY CHAIN, FAB A.17 L47K mutant Light Chain",Multiscale computation delivers organophosphorus reactivity and stereoselectivity to immunoglobulin scavengers.,IMMUNE SYSTEM,"Antibody, rational design, IMMUNE SYSTEM",,
3EHB,,,A d-pathway mutation decouples the paracoccusdenitrificans cytochrome C oxidase by altering the side-chain orientation of a distant conserved glutamate,OXIDOREDUCTASE/IMMUNE SYSTEM,"proton pumping, water chain, electron transfer, Cell inner membrane, Cell membrane, Copper, Electron transport, Heme, Hydrogen ion transport, Ion transport, Iron, Membrane, Metal-binding, Oxidoreductase, Respiratory chain, Transmembrane, Transport, Pyrrolidone carboxylic acid, OXIDOREDUCTASE-IMMUNE SYSTEM COMPLEX",,
6L98,N,Bence-Jones protein lambda light chain AK,Multiple Myeloma-Associated Ig Light Chain Crystalline Cast Nephropathy.,IMMUNE SYSTEM,"Bence-Jones protein, immunoglobulin, lambda light chain, IMMUNE SYSTEM",,
2VXS,,"INTERLEUKIN-17A, FAB FRAGMENT","Structure of Il-17A in Complex with a Potent, Fully Human Neutralising Antibody.",CYTOKINE,"EPITOPE, COMPLEX, ANTIBODY, SECRETED, CYTOKINE, GLYCOPROTEIN, INTERLEUKIN-17",,
6LHP,N,"The light chain variable region of Fab 14B10, The heavy chain variable region of Fab 14B10, Polyprotein, Genome polyprotein (E.C.3.4.22.29,3.6.1.15,3.4.22.28,2.7.7.48), VP4 protein",Identification of Antibodies with Non-overlapping Neutralization Sites that Target Coxsackievirus A16.,VIRUS,Virus,,
2XZA,,"FAB A.17 HEAVY CHAIN, FAB A.17 LIGHT CHAIN",Reactibodies Generated by Kinetic Selection Couple Chemical Reactivity with Favorable Protein Dynamics.,IMMUNE SYSTEM,IMMUNE SYSTEM,,
5T1L,N,"Cetuximab Fab light chain, Cetuximab Fab heavy chain, L5E meditope variant",Natural and non-natural amino-acid side-chain substitutions: affinity and diffraction studies of meditope-Fab complexes.,IMMUNE SYSTEM,"antibody, anti-EGFR, immune system",,
4OLZ,,"Envelope glycoprotein gp160, Antigen binding fragment of heavy chain: Antibody VRC01, Antigen binding fragment of light chain: Antibody VRC01",Enhanced Potency of a Broadly Neutralizing HIV-1 Antibody In Vitro Improves Protection against Lentiviral Infection In Vivo.,VIRAL PROTEIN/IMMUNE SYSTEM,"VRC07 antibody, Passive transfer, Neutralization, In vivo protection, Autoreactivity, Lentiviral infection, Enhanced potency, HIV-1 gp120, VRC07-G54W, VIRAL PROTEIN-IMMUNE SYSTEM complex",,
7NEZ,N,"ATP-binding cassette sub-family G member 2 (E.C.7.6.2.2), 5D3(Fab) light chain variable domain, 5D3(Fab) heavy chain variable domain",Structural Basis of Drug Recognition by the Multidrug Transporter ABCG2.,MEMBRANE PROTEIN,"ABCG2, topotecan, substrate, ABC transporter, anticancer drugs, cavity 1, cryo-EM, MEMBRANE PROTEIN",,
3U9U,,"Fab Heavy Chain, Fab Light Chain, Receptor tyrosine-protein kinase erbB-4 (E.C.2.7.10.1)",Proteolytic processing of ErbB4 in breast cancer.,TRANSFERASE,"Cell Surface Receptor, Transferase, Tyrosine Kinase Receptor",,
6J14,N,"GY-14 heavy chain V fragment, GY-14 light chain V fragment, Programmed cell death protein 1","The FG Loop of PD-1 Serves as a ""Hotspot"" for Therapeutic Monoclonal Antibodies in Tumor Immune Checkpoint Therapy.",IMMUNE SYSTEM,"tumor immunotherapy, complex structure, FG loop, IMMUNE SYSTEM",,
6E5P,N,"2G12 heavy chain, 2G12 Light chain, VRC03 heavy chain, VRC03 Light chain, Envelope glycoprotein gp120, gp120",Structural Survey of Broadly Neutralizing Antibodies Targeting the HIV-1 Env Trimer Delineates Epitope Categories and Characteristics of Recognition.,VIRAL PROTEIN,"HIV-1 Env, complex, neutralizing, VIRAL PROTEIN, domain-swapped antibody",,
1A4J,,"IMMUNOGLOBULIN, DIELS ALDER CATALYTIC ANTIBODY",Immunological origins of binding and catalysis in a Diels-Alderase antibody.,IMMUNOGLOBULIN,"IMMUNOGLOBULIN, ANTIBODY, CATALYTIC ANTIBODY, DIELS ALDER, GERMLINE",,
5I1J,,"FAB LIGHT CHAIN, FAB HEAVY CHAIN",Structural diversity in a human antibody germline library.,IMMUNE SYSTEM,"MONOCLONAL ANTIBODY, IMMUNE SYSTEM",,
6H7N,N,"Thioredoxin 1, Beta-1 adrenergic receptor, Camelid antibody fragment Nb6B9",Molecular basis for high affinity agonist binding in GPCRs,IMMUNE SYSTEM,"Beta1 Adrenoceptor, Activated, Partial Agonist, Nanobody, immune system",,
7CVT,N,,Altering CLC stoichiometry by reducing non-polar side-chains at the dimerization interface.,TRANSPORT PROTEIN,"CLC, Chloride, Dimer interface, TRANSPORT PROTEIN",,
5JXA,N,"VRC03 gHV heavy chain, VRC03 gLV light chain",Somatic Hypermutation-Induced Changes in the Structure and Dynamics of HIV-1 Broadly Neutralizing Antibodies.,IMMUNE SYSTEM,"HIV-1, CD4 binding site, neutralizing, antibody development, IMMUNE SYSTEM",,
6DBG,N,"Internalin B, VHH R303",Structural basis of VHH-mediated neutralization of the food-borne pathogenListeria monocytogenes.,IMMUNE SYSTEM,"nanobody VHH Listeria Internalin B, IMMUNE SYSTEM",,
5G64,,"IG EPSILON CHAIN C REGION, FAB FRAGMENT",Allosteric mechanism of action of the therapeutic anti-IgE antibody omalizumab.,IMMUNE SYSTEM,"IMMUNE SYSTEM, IMMUNOGLOBULIN E, OMALIZUMAB, IGE-FC",,
6D11,N,"1450 Antibody, Heavy chain, 1450 Antibody, Light chain, NANP5",Antihomotypic affinity maturation improves human B cell responses against a repetitive epitope.,IMMUNE SYSTEM,"Malaria, Antibody, Circumsporozoite protein, IMMUNE SYSTEM",,
6X1U,N,"SC39-4 Heavy chain, SC39-4 Light chain, ACLYana-3-pTza peptide",Structural basis for differential recognition of phosphohistidine-containing peptides by 1-pHis and 3-pHis monoclonal antibodies.,IMMUNE SYSTEM,"Anti-phosphohistidine antibody, post-translational modification, IMMUNE SYSTEM",,
5ODB,N,"Human ACPA E4 Fab fragment - Light chain, Human ACPA E4 Fab fragment - Heavy chain, CEP1 peptide (from enolase)",Structural Basis of Cross-Reactivity of Anti-Citrullinated Protein Antibodies.,IMMUNE SYSTEM,"antibody Fab fragment, IMMUNE SYSTEM rheumatoid arthritis associated, IMMUNE SYSTEM",,
7RA8,N,,Broad sarbecovirus neutralization by a human monoclonal antibody.,VIRAL PROTEIN/IMMUNE SYSTEM,"SARS-CoV-2, Spike glycoprotein, Fab S2X259, VIRAL PROTEIN, Structural Genomics, Seattle Structural Genomics Center for Infectious Disease, SSGCID, VIRAL PROTEIN-IMMUNE SYSTEM complex",,
5M15,N,"Maltose-binding periplasmic protein, Synthetic nanobody L2_D09, (a-MBP#3)",Synthetic single domain antibodies for the conformational trapping of membrane proteins.,IMMUNE SYSTEM,"nanobody, synthetic library, maltose binding protein, immune system",,
6OBO,N,"Ricin A chain (E.C.3.2.2.22), VHH antibody V6A6",Intracellular Neutralization of Ricin Toxin by Single-domain Antibodies Targeting the Active Site.,TOXIN,Toxin,,
4YAQ,,"PG9_N100FY Fab heavy chain, PG9_N100FY Light Chain",Redesigned HIV antibodies exhibit enhanced neutralizing potency and breadth.,IMMUNE SYSTEM,"Antibody, HIV, IMMUNE SYSTEM",,
2G2R,,"Green-fluorescent antibody (11G10)-light chain, Green-fluorescent antibody (11G10)-heavy chain",The Effects of Antibodies on Stilbene Excited-State Energetics.,IMMUNE SYSTEM,"immunoglobulin, green-fluorescent antibody, stilbene-complex, IMMUNE SYSTEM",,
2ARJ,,"YTS 105.18 antigen binding region Light chain, YTS 105.18 antigen binding region Heavy chain, T-cell surface glycoprotein CD8 alpha chain",Crystal structure of the TCR co-receptor CD8alphaalpha in complex with monoclonal antibody YTS 105.18 Fab fragment at 2.88 A resolution.,IMMUNE SYSTEM,"Protein-protein complex, Antibody Fab, Immune system, Immunoglobulin domain",,
5DT1,,"Fab Heavy chain of broadly neutralizing antibody VRC26.25, Fab Light chain of VRC26.25",New Member of the V1V2-Directed CAP256-VRC26 Lineage That Shows Increased Breadth and Exceptional Potency.,IMMUNE SYSTEM,"VRC26, CAP256, V1V2, HIV-1, Env, Envelope, Broadly Neutralizing, superinfection, IMMUNE SYSTEM",,
3UMT,,scFv heavy chain and light chain,Systematic stability engineering of single-chain antibodies,IMMUNE SYSTEM,"scFv, stability engineering, Anthrax, Anti-BclA antibody, Immunoglobulin fold (VH and VL domains), Antibody, IMMUNE SYSTEM",,
5I2I,,"Cetuximab Fab light chain, Cetuximab Fab heavy chain, Meditope",Natural and non-natural amino-acid side-chain substitutions: affinity and diffraction studies of meditope-Fab complexes.,IMMUNE SYSTEM,"immune system, antibody",,
7TN0,N,,Structural basis of SARS-CoV-2 Omicron immune evasion and receptor engagement.,VIRAL PROTEIN/IMMUNE SYSTEM,"COVID-19, SARS-CoV-2, neutralizing monoclonal antibody, SARS-CoV-2 receptor human ACE2, VIRAL PROTEIN-IMMUNE SYSTEM complex, Structural Genomics, Seattle Structural Genomics Center for Infectious Disease, SSGCID",,
6P95,N,"Pre-glycoprotein polyprotein GP complex, Antibody heavy chain, Antibody light chain",Convergent Structures Illuminate Features for Germline Antibody Binding and Pan-Lassa Virus Neutralization.,viral protein/immune system,"Lassa virus, glycoprotein, antibody, VIRAL PROTEIN, viral protein-immune system complex",,
6YXK,N,"ACPA 3F3 Fab fragment - heavy chain, ACPA 3F3 Fab fragment - light chain, cit-vimentin 59-74",Crystal structure of ACPA 3F3 in complex with cit-vimentin 59-74,IMMUNE SYSTEM,"anti-citrullinated protein antibody Fab fragment, citrullinated vimentin, IMMUNE SYSTEM",,
1IGF,,IGG1 FAB' FRAGMENT (B13I2),Crystal structures of an antibody to a peptide and its complex with peptide antigen at 2.8 A.,IMMUNOGLOBULIN,IMMUNOGLOBULIN,,
6PHC,N,"25 kDa ookinete surface antigen, 2544 Antibody Fab, Heavy Chain, 2544 Antibody Fab, Light Chain",Potent antibody lineage against malaria transmission elicited by human vaccination with Pfs25.,IMMUNE SYSTEM,"Fab, Complex, Antigen, Immunoglobulin, IMMUNE SYSTEM",,
6CNV,N,"Hemagglutinin, Envelope glycoprotein, SD84h, CR9114 Light chain, CR9114 Fab heavy chain",Universal protection against influenza infection by a multidomain antibody to influenza hemagglutinin.,VIRAL PROTEIN,"VIRAL PROTEIN-IMMUNE SYSTEM complex, influenza, Single domain antibody, hemagglutinin, humanization, VIRAL PROTEIN",,
6WIK,N,"Solute carrier family 40 protein, 11F9 Fab light-chain, 11F9 Fab heavy-chain",Structural basis of ion transport and inhibition in ferroportin.,MEMBRANE PROTEIN,"SLC40, Fpn, ferroportin, iron transporter, hepcidin, MEMBRANE PROTEIN",,
7BU6,N,"Endolysin,Beta-1 adrenergic receptor (E.C.3.2.1.17), camelid antibody fragment",Binding pathway determines norepinephrine selectivity for the human beta 1 AR over beta 2 AR.,MEMBRANE PROTEIN,"G protein coupled receptor, membrane protein",,
4ZYK,,"AM14 Fab heavy chain, AM14 light chain","Characterization of a Prefusion-Specific Antibody That Recognizes a Quaternary, Cleavage-Dependent Epitope on the RSV Fusion Glycoprotein.",IMMUNE SYSTEM,"Ig domain, Fab, immune system",,
3OR6,,"antibody fab fragment heavy chain, antibody fab fragment light chain, Voltage-gated potassium channel",On the structural basis of modal gating behavior in K(+) channels.,IMMUNE SYSTEM/TRANSPORT PROTEIN,"inactivation, alpha-helical, potassium channel, IMMUNE SYSTEM-TRANSPORT PROTEIN complex",,
2P43,,"Complex of a camelid single-domain vhh antibody fragment with RNASE A at 1.65A resolution: SE3-mono-1 crystal form with three se-met sites (M34, M51, M83) in vhh scaffold",Toward chaperone-assisted crystallography: protein engineering enhancement of crystal packing and X-ray phasing capabilities of a camelid single-domain antibody (VHH) scaffold,HYDROLASE/IMMUNE SYSTEM,"SEMET PHASING, CAMELID SINGLE-DOMAIN ANTIBODY, VHH, CAB-RN05, RNASE A, YEAST SURFACE DISPLAY, HYDROLASE, HYDROLASE-IMMUNE SYSTEM COMPLEX",,
5U3K,N,"DH511.2 Heavy Chain, DH511.2 Light Chain, gp41 MPER peptide",Potent and broad HIV-neutralizing antibodies in memory B cells and plasma.,IMMUNE SYSTEM/VIRAL PROTEIN,"HIV-1, Neutralizing, Antibody, gp41, MPER, IMMUNE SYSTEM-VIRAL PROTEIN complex",,
5KVD,N,"ZIKA Envelope DIII, ZV-2 Antibody Fab Light Chain, ZV-2 Antibody Fab Heavy Chain",Structural Basis of Zika Virus-Specific Antibody Protection.,VIRAL PROTEIN/IMMUNE SYSTEM,"ZIKA VIRUS, ENVELOPE DIII, VIRAL PROTEIN, antibody, IgG2c, structural genomics, Center for Structural Genomics of Infectious Diseases, CSGID., VIRAL PROTEIN-IMMUNE SYSTEM complex",,
